customer_id,signup_date,region,channel,annual_spend_usd,avg_basket_items,visit_freq_month,discount_rate_pct,return_rate_pct,loyalty_score,satisfaction_score,avg_order_value_usd
C0426,"Jun 25, 2023",South,App,"$2,304.17",8.971775941086511,5.13,11.3%,0.1,62.959285085229794,73.62517727151433,USD 112
C0427,2023-08-01,South,App,870.54 $,5.045194496322897,4.73,18.6,3.8%,39.2700131500136,57.29587319271762,USD 54
C0428,31/08/2023,East,Web,"$2,679.16",11.241139135715162,6.07,6.3%,3.1%,68.79431808391331,78.21314900334941,USD 159
C0429,28/02/2024,South,App,"$1,292.28",7.478803204894101,2.41,24.7%,12.6,58.746947618630394,70.96008526159245,$155.25
C0430,2024-02-27,East,App,$542.28,3.445935555230901,2.41,18.7%,4.8,34.916672536672266,56.52198609730506,USD 58
C0431,09-26-2024,South,Web,426.09 $,4.397898637627905,3.53,16.0,5.6,35.297411326000606,62.79640350555581,$26.71
C0432,2024-12-30,East,Store,"USD 2,825",11.74895892071654,5.33,11.0,5.5,88.65009479946322,92.0713187361653,USD 150
C0433,"Nov 19, 2024",West,App,"2,684.60 $",11.143345861971845,6.8,5.3%,4.5%,73.36717684623149,82.78367690786982,$131.88
C0434,2023-08-07,West,App,"USD 3,712",,7.78,3.4,2.5%,69.97462078727409,85.17298372307735,USD 119
C0435,12-18-2024,East,Web,"USD 1,320",8.987765109983224,2.8,34.6,9.2%,70.40850117540893,66.5712401848467,$136.75
C0436,09/12/2023,North,Store,"$1,391.79",9.629878373430204,2.0,32.5%,12.7,61.58218632471141,63.70840411732047,$179.92
C0437,26/06/2024,West,App,"$4,434.81",14.649293512140568,9.91,3.8,3.5,81.6230326963789,87.47943022584057,USD 99
C0438,2024/04/03,North,App,USD 519,4.678803338389716, 1.8 ,13.4,6.4%,47.67555250241608,67.06934422681607,$81.04
C0439,09/12/2023,East,Web,707.62 $,1.3054755802941038,3.13,20.9,8.3,58.21860893934236,69.27223899103271,93.74 $
C0440,05-13-2024,West,Store,"$2,537.53",7.178612957487852,5.73,15.1,2.7,87.71419324938093,88.30105307007261,$133.82
C0441,2023-06-20,West,Store,$671.75,3.5221443810583457,4.65,17.0,4.4,49.50633776386803,52.39933132015943,USD 77
C0442,"Jun 04, 2023",South,Store,"$1,088.77",7.79440329699116,2.8,25.8%,11.5,62.77044229104046,64.81478482968434,$97.40
C0443,2023-03-29,West,Store,"$1,235.94",6.394972454667409,,28.9,13.0,61.08777751283948,68.48326814897554,$77.39
C0444,2024-03-10,North,Store,USD 742,5.195244643527848, 2.5 ,17.0,4.3%,36.73574103339814,62.58474349681335,USD 68
C0445,08-26-2024,West,App,"$1,315.51",7.315868060363421,,27.4,13.4%,57.00716145198634,72.59637918622461,USD 168
C0446,2024-02-02,East,Web,"USD 1,382",8.545482765886977,1.82,29.0%,12.8%,57.54973735995703,74.92333714886117,$198.32
C0447,"Feb 15, 2024",South,Web,"$2,590.74",15.852242726428017,5.02,11.0,4.0%,78.56672076455635,70.554255433328,$131.85
C0448,2024-04-25,South,App,"USD 3,415",19.918497284748163,8.99,3.0,3.7%,73.88623169435863,82.9205451481339,USD 107
C0449,23/10/2024,West,App,"$2,517.89",14.689757546708796,7.30,12.2%,2.6,100.0,87.80091252543299,USD 106
C0450,25/03/2023,North,Web,$577.99,5.031609004734031,0.95,17.6,4.0,37.42169190798267,59.42864662368415,USD 143
C0451,2024-03-23,East,Web,USD 709,7.787008614423913,2.27,17.2%,5.3,39.9025000186485,65.7688701766203,$91.80
C0452,"Apr 03, 2023",North,Web,"USD 5,102",16.721341113163785,10.07,5.0%,3.9%,100.0,86.38064110953879,$134.26
C0453,2024-05-15,North,Store,,9.358443040958635,4.46,18.0,4.6%,47.765481370357136,58.72674435674305,28.25 $
C0454,13/12/2024,East,Web,$939.33,6.2666704063200855,1.57,31.3%,12.9%,68.13187371110249,68.41284288128622,$161.84
C0455,2024-10-01,North,Web,,8.129778130461375,7.58,4.4,3.4%,81.14529327437495,85.41251303839752,$66.86
C0456,"Aug 22, 2024",North,Store,"2,318.60 $",10.277288576011603, 8.0 ,8.8,2.6%,71.19606541235788,78.24016713132171,$72.34
C0457,2024-10-19,West,App,"$1,004.56",7.9793602279305205,1.12,26.7%,14.2,69.98844548287903,73.90109649071867,USD 213
C0458,2024-08-27,West,Store,"USD 3,181",16.10044936461386,9.1,6.2,3.7,86.19360287417474,85.60808002712754,$98.15
C0459,2024-09-07,West,Web,$652.61,5.800135703358373,3.89,22.2%,7.4,60.33947580118403,53.10360179778393,$47.01
C0460,11-12-2024,East,App,$605.29,5.718019663746101,2.72,27.3,10.1%,41.00128631382557,69.64473857154,$73.66
C0461,2023-07-04,East,Web,"USD 1,437",7.3994524427514206,2.05,32.3,12.5,69.79212661865616,59.62681383877585,$161.06
C0462,2024-12-02,East,App,"USD 1,940",12.066593447340605, 7.5 ,10.7%,5.9,71.63875178912365,75.84339706092624,USD 92
C0463,03/07/2024,South,Store,"2,277.69 $",12.791929398617937,7.15,21.8,0.0,66.46027512167096,90.19834062233683,$95.25
C0464,2023-10-15,South,App,"$3,744.48",19.828757106283994,10.17,6.7,3.9,100.0,83.44600427076365,USD 70
C0465,05/11/2024,East,App,USD 698,6.267848801577623,3.76,17.2,4.9%,49.560145784664066,47.89037005840963,USD 20
C0466,2024-07-04,North,Store,"1,309.39 $",5.118856314856343,3.18,27.6%,8.8%,33.82362981747393,80.95769499382155,$109.19
C0467,12-18-2024,North,Web,"USD 3,471",19.25064494678424,7.83,3.1,3.0%,79.22128446862263,86.16159011551734,USD 100
C0468,2024/04/13,East,App,"$1,308.91",8.648760584821895,1.62,25.5,10.7%,42.188595774714706,67.93709833204223,173.73 $
C0469,2024-12-26,West,App,"$1,363.81",5.624774210206595, 2.6 ,33.2,14.8%,66.88644880332724,65.74600563798354,$154.69
C0470,2024-02-13,South,Store,"1,521.53 $",7.614548160271702,2.99,24.3%,11.5,61.13455318254021,71.6457459746614,$138.27
C0471,29/11/2024,North,Web,"$4,804.33",15.618153243657039,10.18,4.5%,2.3%,100.0,82.35149637066476,98.22 $
C0472,10/05/2024,North,Web,$950.82,4.275234937781522, 2.0 ,18.9%,7.5,57.78800417158652,56.185798037405924,$157.28
C0473,"Aug 27, 2024",East,Store,"1,126.68 $",7.871822962994127, 2.5 ,26.2,12.4,81.65887856663358,78.34977029879849,USD 101
C0474,08-22-2023,North,Web,"$3,425.06",13.92915802765991,8.06,0.0,0.1%,85.6919287392784,84.4420684402863,USD 99
C0475,2024-09-04,North,Web,"USD 3,096",15.407723923810284,9.84,0.1%,0.7,92.13554324372238,83.39344141193453,$59.68
C0476,"Sep 21, 2024",West,App,"$3,772.98",16.285829919414283,10.07,6.5%,1.6,83.74503052088322,100.0,USD 89
C0477,2023-10-15,East,Store,"$3,822.30",17.30380211330626,8.06,3.9%,5.3%,86.52679132873145,100.0,USD 123
C0478,2023-10-25,North,Web,USD 507,6.859976809798964,4.44,19.5%,6.1,42.83075928319689,65.67813459299632,$50.52
C0479,2024-05-11,South,Web,"USD 2,423",11.287102678635033,6.37,5.3,8.1%,70.10797222988265,77.52505637793581,USD 124
C0480,04-19-2023,South,App,"USD 2,181",11.014228180753312,7.30,22.5%,5.1%,79.5998759583186,88.8322047038235,USD 76
C0481,2024-12-21,West,App,"$4,590.60",14.557676697281545,10.21,2.7,2.1%,75.98148811455687,82.4092287015697,$98.91
C0482,09/01/2023,South,Web,"USD 2,315",10.00631825168629, 7.0 ,11.6,4.8,67.29199042572253,78.08677573701652,USD 56
C0483,2023/08/05,West,App,USD 758,4.384825156690018,2.29,18.5%,5.3,40.79068263497741,64.26003799392241,$93.36
C0484,04-11-2024,East,Store,$451.88,6.357727612881744,3.2,13.1,7.6,57.62388616993164,50.62046576990788,USD 46
C0485,22-Aug-2024,East,App,,11.95944795302761,7.62,11.1,2.5%,74.09591866282747,85.91617791280724,$49.38
C0486,19/06/2023,East,Store,"USD 3,037",16.97908080748127,10.79,10.8,2.4,85.47763313480354,96.21365819470057,USD 83
C0487,"Apr 10, 2024",West,Web,$552.89,5.933993763433477,,19.1,10.1,35.94924564998059,59.65118217566349,$33.36
C0488,2024-11-28,North,App,$631.64,6.079146842100526, 4.5 ,12.5,5.4%,64.67088006262017,59.48655793661548,$20.00
C0489,"Apr 27, 2023",North,App,"$2,321.18",11.388280646479316,6.81,13.3,3.6,85.82866093430943,91.56559366128705,56.74 $
C0490,23/05/2023,East,App,"$1,018.05",8.775092046604055, 1.9 ,25.0%,12.2,80.94776958975152,59.879868260016636,$134.59
C0491,2023-07-02,South,App,"USD 2,321",10.830242906998425,6.92,8.8,4.0,82.79509092652563,83.4730484958799,USD 78
C0492,08-19-2023,North,App,"4,268.79 $",,8.33,2.6,1.0%,100.0,94.09410057870473,USD 167
C0493,2024-03-08,South,Web,$627.32,,2.50,15.1%,5.4,18.880913254712794,78.81293898390568,USD 55
C0494,19/12/2024,West,Store,,7.516614573626544,3.19,31.4,13.0,68.91460772513456,75.80482240132437,$101.24
C0495,"Aug 22, 2024",East,Web,,4.875021066669213,1.16,24.8,13.1%,52.764935220595106,66.16280087390342,349.61 $
C0496,01-15-2024,North,Web,"$5,101.02",18.289835080848913,9.62,0.6,3.5%,87.97337670047706,98.11745640464888,145.48 $
C0497,2024-03-31,North,Web,"USD 4,688",17.47218210976684,8.49,9.3%,0.0,94.4795064004542,84.56571966064496,USD 110
C0498,2024-11-04,North,Store,,4.7693736704918175, 3.0 ,16.1%,5.2,43.98731484818242,63.524063056030776,USD 65
C0499,"Nov 29, 2024",North,Web,"$4,876.82",14.054476383487886, 9.6 ,9.4%,2.2%,90.58896917802144,85.92336159827067,$101.94
C0500,"Jul 24, 2024",West,Store,"USD 1,519",5.929517530974451, 3.2 ,32.0,14.4%,58.49510155093059,71.59911862053012,$104.40
C0501,2024-08-05,North,Store,"$2,863.66",9.291841223327753,,17.7,4.6%,89.82961147915248,94.5109920152982,USD 124
C0502,28/03/2023,North,Store,$597.66,6.374737660748552,,18.1,7.1,36.838554731611566,68.53455452053572,$20.00
C0503,08-14-2023,West,App,,3.995008670757083,,22.3,7.3%,48.49567264148175,64.58485863532182,USD 54
C0504,"Jun 07, 2023",South,Web,"$1,249.59",8.285711496320959,2.82,30.5,9.7,73.77220202945931,63.589586572081245,$91.30
C0505,13/08/2024,South,App,$578.49,7.476128317543647,2.45,15.8%,3.3,57.8488081619067,59.412017368356025,$51.01
C0506,10-10-2023,East,App,"2,163.46 $",11.609338060485701,7.39,14.9,2.5,79.91168225137068,94.44321079539313,$85.56
C0507,02-14-2023,East,Web,$660.07,5.195796600110849,5.54,11.6,6.5,52.10743821394928,63.19887974224756,USD 31
C0508,"Oct 05, 2024",West,App,$898.65,5.183522921258821,1.17,25.1%,11.0%,62.01081779258199,75.19081901908599,176.64 $
C0509,2024/11/02,North,Web,"USD 2,756",8.396637205052075,7.29,10.6,4.2%,82.07149382367831,90.2242809466276,USD 101
C0510,01/09/2023,South,Web,USD 702,6.053638225232137,2.20,11.6,9.9%,36.98118076656225,54.80948901546424,$101.67
C0511,28/11/2024,South,Store,"2,976.44 $",10.187962463345116,6.17,4.1,8.2%,79.71901948393032,89.4342450460891,$89.90
C0512,05-Dec-2023,North,App,"$2,139.64",12.263189622686866,8.01,17.5,4.1,65.82098899553411,87.21922488649275,$59.58
C0513,21/08/2023,North,Store,"$1,729.39",8.245641958102311,2.46,30.5,11.6,54.31980985112643,64.58515633884132,USD 173
C0514,17/12/2023,North,App,"$1,795.13",10.341711709179034,7.16,6.9,2.1,96.5833442539715,80.8489238757899,$98.95
C0515,"Jan 08, 2024",North,Store,"$1,521.48",6.028137287918353,1.78,28.7%,12.0%,66.19126704760046,65.1393904910552,USD 202
C0516,2023-08-26,East,Store,"USD 1,100",7.594956181249392,2.16,22.3,13.8,56.22574878143027,52.68724707366348,$112.93
C0517,2024-04-12,East,Store,"$3,718.53",17.427778585003807, 8.4 ,3.6%,3.8,78.7474193605496,100.0,USD 60
C0518,2024-07-28,West,Store,"USD 1,384",10.232941984820684,3.18,33.2,13.4%,56.490931447441156,55.74271997212156,USD 104
C0519,2024-09-07,North,App,"$2,021.11",12.683929902474155,6.12,5.7,4.2%,77.80029097672043,76.07181816362944,64.04 $
C0520,2023-02-10,East,Web,"1,347.76 $",6.982265331180688,5.83,8.2,5.7,62.165327442015915,86.15491074192526,$65.27
C0521,2023-10-12,North,Web,"USD 2,072",10.672014174680758,6.02,7.9%,3.1,85.69528651082085,82.63150630722555,$83.26
C0522,14/06/2023,North,App,"USD 4,422",14.615044322664446,9.15,5.5,1.9,83.27593143158124,84.7157368685459,USD 145
C0523,01/10/2024,East,Web,$538.47,3.502878406023175,3.28,18.9,4.5,38.31840130661353,64.20634356726323,USD 20
C0524,25/08/2024,East,Store,"USD 2,187",11.48797358893086,4.74,12.6,2.9,87.79464098302296,90.35697031256774,USD 101
C0525,2023-07-25,North,Web,"USD 1,244",8.842355859188888,3.49,25.4,12.4,52.57193051378107,61.89404083218513,$76.59
C0526,25/03/2024,West,Store,,9.71324122291146, 6.3 ,15.6%,4.9%,74.60570595665841,96.45471163210301,$69.84
C0527,2023-05-28,South,Web,999.46 $,7.827695671079423,2.27,35.3,13.8%,63.6560177403041,57.758863934843006,104.91 $
C0528,2024-01-09,East,Store,"2,104.70 $",10.674619745488512, 4.8 ,10.6%,2.1%,63.981576309218724,77.18357898609602,126.22 $
C0529,"Dec 11, 2024",South,App,"USD 3,312",10.239184440203923,6.05,4.9,6.3,84.76479911222263,89.22530866174068,USD 146
C0530,09-27-2023,West,Store,"USD 1,259",8.711612129621404,2.74,25.6%,12.7,38.96144372581474,69.01598216653389,USD 102
C0531,2023-06-25,West,App,"$3,250.99",13.11973352186722,7.11,6.6,1.2,74.63909497607595,79.26988267271842,$119.04
C0532,"Apr 06, 2023",North,Web,"$1,385.31",7.671269222399674,0.99,31.3,12.4%,50.83629224889888,67.58580216973233,345.27 $
C0533,2023-09-16,East,Store,"1,565.37 $",7.096447175593073,2.04,34.4%,11.7%,58.17853190894253,60.78473550140055,$216.03
C0534,30/11/2023,East,App,USD 572,,1.75,16.0,3.5%,42.006302394581894,67.24617673615309,$71.89
C0535,08/05/2024,East,Store,"USD 3,120",12.392861872903884, 4.9 ,16.0,0.7,63.347771023345146,85.49341445267383,$190.53
C0536,21/12/2024,North,Store,"$3,950.61",17.26100038865219,10.34,5.3%,2.2,83.7746700636745,90.85190038326942,$104.79
C0537,08-30-2023,East,Store,"USD 4,746",20.714575785436033,9.46,0.0%,1.8,91.84042288953914,87.47710551410592,USD 148
C0538,10/03/2024,East,Web,"4,549.53 $",16.192800827641502,8.46,3.3,0.8,88.21021585162208,85.0684133013158,134.00 $
C0539,2024-12-19,South,App,653.82 $,7.293227840944765,2.35,16.3,6.9,48.24686972141274,64.03197605762942,USD 85
C0540,02-25-2024,North,Web,"3,792.50 $",18.665663803935267,5.49,6.4,2.5%,82.9901745405803,89.758845326202,USD 170
C0541,2024-02-06,South,Web,"USD 3,737",17.60367238364818,8.47,3.0%,4.0,89.83269133867195,86.01596325122368,USD 94
C0542,23/12/2024,North,Web,"USD 4,652",17.842553972917514,8.7,1.3,2.8%,86.24685180426738,85.50989105578661,USD 138
C0543,2024-12-05,West,App,"$1,214.00",8.148377091723951,1.76,26.0%,11.1%,57.09708098481454,73.45987855980799,182.58 $
C0544,"Oct 08, 2024",West,App,"$1,063.00",7.476963818387262, 2.0 ,32.6,15.7,54.70862560459385,69.08595592294255,148.47 $
C0545,2023-05-20,East,App,"USD 1,402",7.4611689454078105,0.61,27.4,10.9%,51.19748909867937,67.84029030711089,$542.83
C0546,2024-12-30,West,App,"$1,431.77",6.762556240662422,2.55,29.1%,12.0%,80.56032538789488,63.65025315524494,USD 151
C0547,2024-08-01,East,Store,"$5,469.90",16.82713641620334,8.20,0.0%,5.1,80.79155632874921,91.21427974106881,USD 180
C0548,2024/11/27,East,Web,"$2,957.97",9.542212645769258,6.18,10.0,0.8,73.46676122883085,89.98073932582523,USD 159
C0549,10-20-2023,North,App,,4.48077196156593,2.38,17.0,5.1,36.63365826390815,60.234249084267844,USD 64
C0550,2024-05-02,West,App,$672.31,4.642560689514564,3.05,9.1,9.9,44.92139302631578,50.743901156524025,USD 76
C0551,2024-09-06,North,App,"$5,105.09",17.903759359994815,8.00,2.0%,3.8,100.0,86.87786507274123,USD 187
C0552,"Aug 11, 2023",East,Store,"USD 1,605",5.479308350071897,2.3,18.6%,11.3,65.96262843118001,59.25630333339967,USD 144
C0553,2024-08-30,East,Store,520.23 $,4.869356694336699,4.9,12.7,7.9,50.363899955577786,64.49389426658992,$24.89
C0554,03/04/2024,West,App,"USD 4,268",19.299862447065788,8.84,5.7,4.8%,71.68197439058355,75.44136321092438,$148.33
C0555,2024-12-05,West,App,"USD 2,214",11.116238537918539,7.29,9.6,2.9%,69.1335005387155,73.5001881892095,27.41 $
C0556,12/09/2023,North,App,"USD 1,872",5.926891677503342,1.36,36.4%,10.5%,54.51872261964997,74.8122554147535,$364.92
C0557,09/09/2023,West,Store,"$2,001.86",9.930820582034407,6.06,12.9,3.5%,89.07023638933433,86.05194043820556,$90.21
C0558,"Aug 14, 2024",North,Web,$494.29,6.60032270934802,2.89,21.5,7.4,40.08328497519924,57.47077721118594,$65.36
C0559,2023-02-03,West,App,434.12 $,6.585730812431623,1.63,18.1,2.0,56.52610784114357,65.17345978250115,$60.02
C0560,2023-04-11,West,App,,6.264842430713617,3.30,12.4%,7.6,49.14913996960038,51.41459901640234,$20.00
C0561,2023-05-08,North,App,USD 540,8.116540021203917,4.33,10.8,5.7%,79.08999986604702,62.55287682955958,$47.14
C0562,04/12/2023,South,Web,$529.74,5.628378481454041,3.52,21.1%,7.9,34.80454412604865,56.0410869824565,54.62 $
C0563,2023-10-06,East,App,$503.86,9.182672099001554,2.72,17.1,6.9,50.53072204144213,52.72929665162428,USD 34
C0564,2024-09-05,North,Store,"$4,295.96",19.570686714921628,8.96,5.0,1.3,80.96903639168801,98.41654010655478,$132.84
C0565,2024-12-03,East,App,"USD 3,141",14.133152809811309,6.73,6.5,1.9,100.0,100.0,104.91 $
C0566,2023-11-28,North,Web,$518.31,8.381199047675342,3.85,22.1%,5.4%,35.138994822146664,60.15091927223743,$57.42
C0567,"Feb 21, 2024",North,App,"$1,467.04",5.823710686110046,2.68,24.1,10.0,63.41350541319492,59.023969093307905,USD 168
C0568,2024-03-14,South,App,"1,174.23 $",5.208991513906832,3.5,30.8%,12.2,75.24993638487244,68.67583779448856,USD 80
C0569,2023-10-19,North,Store,"2,589.06 $",12.48230915930507,6.46,11.5,4.2%,95.7169613653749,85.88385596767371,$124.64
C0570,"Mar 13, 2023",North,App,$435.04,3.196947315608989,3.45,13.6%,8.3,41.27142227402721,48.995881779578795,35.29 $
C0571,"Sep 28, 2024",North,Store,"USD 2,704",9.284712044193792,6.60,3.6,0.9%,77.25196830322732,87.73863244385316,USD 92
C0572,2023-07-28,West,App,"$4,625.33",17.422468030696585,7.5,7.0%,2.4,99.93571048945651,78.977981945962,USD 168
C0573,16/06/2024,South,Store,"USD 3,517",10.352497378011217,6.22,9.6,3.8%,88.08654729327681,80.04987191404453,USD 126
C0574,11-27-2024,East,App,"$3,023.83",10.058930027612604,5.89,12.6,5.0%,67.67547769914398,81.36988937074584,$100.58
C0575,04-21-2024,East,App,"USD 3,668",16.25272534931272,8.05,5.1,4.7,90.51672192608832,100.0,$116.08
C0576,"Apr 24, 2024",North,App,USD 531,6.546033724350519,2.75,19.4%,3.1%,37.484655756343436,62.72048346772573,USD 41
C0577,2024-05-28,North,Web,$998.55,4.866965609958106,3.78,28.8,10.5,61.53698560038207,74.29989160451409,$50.72
C0578,09-24-2023,North,Web,"2,998.79 $",7.216700327420558,8.35,9.5%,6.3,71.87178084795563,87.42045370052486,$111.75
C0579,2024-05-19,West,App,"USD 3,646",15.769146691013686,9.79,0.7%,4.4,88.36927145595008,88.37171491781389,USD 79
C0580,2024-01-13,East,App,"$2,666.80",10.207124023858073,7.73,6.5%,2.4%,77.34284944431802,81.14798312009175,$63.02
C0581,2024-07-24,North,Web,"1,149.40 $",8.16398026677106,,23.3%,13.5%,47.58012859303658,63.08227036354086,USD 80
C0582,19/07/2024,South,App,"$3,066.76",9.239538870226877,6.88,9.9%,5.0%,72.20881449142865,92.7565544981419,USD 125
C0583,"Mar 07, 2024",East,App,"USD 3,675",16.91411211663502,9.71,9.7,3.2%,94.7723187529903,100.0,USD 91
C0584,2024/07/28,West,Store,"$2,342.85",18.00943914987016,9.56,14.0,0.3,91.24669194659576,93.05409152159072,$75.53
C0585,2023-02-07,West,Store,"1,312.72 $",7.458379935439817,2.77,25.0%,10.3,57.0191175751838,61.43295069789809,$99.54
C0586,08-27-2024,East,App,"3,366.07 $",13.887862451282569,7.98,8.1%,2.4,94.90991056641677,94.34236967319585,$128.76
C0587,2024-12-02,North,Store,"1,502.73 $",6.266470315600748,1.52,33.0,15.0%,49.378769190341046,71.72973952763407,USD 256
C0588,"Jul 31, 2023",North,Web,,14.986449613603464,9.98,5.0,4.2,69.86640075882171,96.92662925131408,$108.63
C0589,02-28-2024,West,Web,"USD 4,363",17.278870223673106,8.06,2.1,4.0%,91.23630495525836,98.18235715308255,123.55 $
C0590,"Jun 23, 2023",East,App,$580.52,3.9217482450842134,0.77,21.5,4.2,36.04079993559976,62.95867411305866,$165.74
C0591,08/02/2024,West,Store,"$4,168.97",18.05054119053614,8.53,9.8,5.9,94.58512677736137,87.63111676092812,USD 136
C0592,11/04/2024,West,Web,"$2,873.65",11.709975356288515,5.28,8.7,4.1,65.46375615199575,73.74354034852513,USD 137
C0593,2024-10-24,East,App,"USD 2,606",9.301663400097217,5.24,13.9%,4.2,59.38968456487922,72.28909345150943,$125.01
C0594,2024-01-20,West,Store,USD 444,4.457191781915551,5.25,10.4,9.2,35.600856171911815,53.15674330231649,$37.07
C0595,"Apr 03, 2024",South,App,"5,005.80 $",20.281953065718636,9.32,0.0,0.7,86.2320320828784,96.56224562239385,USD 141
C0596,"Feb 17, 2024",West,App,"$1,413.09",12.39329246991563,6.50,9.7,4.7,74.40427409084039,75.97976945103927,USD 20
C0597,"Nov 02, 2024",West,App,"USD 1,264",3.9923317627971167, 2.4 ,29.9%,11.1%,61.54350232175458,62.458749276780054,$120.81
C0598,"Jun 06, 2023",East,App,647.10 $,5.152180245691738,3.95,25.3%,7.2,54.459215383271236,64.47824836567133,$20.00
C0599,2023-05-17,East,App,"USD 1,921",10.71073072687672,4.95,11.4%,7.0,79.57158273960363,79.07363011317605,$118.81
C0600,08-21-2023,West,Store,"USD 2,758",10.62792175585428,7.59,0.5,5.1%,69.79939742820291,86.6099101144966,$75.05
C0601,2023-10-09,East,Web,453.74 $,1.0,2.75,23.9,9.5%,60.23461632924509,48.548874447466964,USD 40
C0602,2024-07-02,West,Web,$391.06,6.034146476497762,3.17,23.7,8.4,45.77325282105802,50.533393313561106,USD 42
C0603,"Mar 10, 2023",West,App,"USD 1,572",3.6720754562895874,2.19,23.4%,12.4,62.23226877808882,70.10220640264701,USD 188
C0604,2023-09-19,North,Web,"USD 4,111",17.280578129530387,8.86,0.6%,2.3%,89.36738539455422,81.74081171505898,$96.68
C0605,03-07-2023,East,Web,USD 614,3.0484738384167236,4.57,20.3,3.9%,47.64213280776775,64.68224732955412,$53.93
C0606,06/07/2024,West,Store,USD 555,5.444957959675406,1.75,23.5,6.4%,35.909293032449945,64.8785453768117,$93.12
C0607,29-Sep-2023,East,Web,"$1,573.09",9.094061219531353,6.39,10.7,1.4%,88.37965438761442,86.97586902928906,USD 25
C0608,2023-02-04,East,App,USD 397,8.481080043765207,4.6,12.1%,6.7,54.873242620704104,51.75077309232502,$20.00
C0609,28/05/2024,East,App,,8.716085959135011,3.49,29.5%,11.6,47.08919432015314,55.340011680128384,$76.01
C0610,2024-11-25,East,Store,"$1,941.87",9.36083216115497,5.89,8.9,6.7%,77.24094397201684,90.80693881540405,$81.50
C0611,2023-09-12,West,App,"$1,488.04",5.497473412781249,,32.2%,9.1,45.04557120857778,77.6649026937175,USD 590
C0612,2023-06-01,West,Store,"USD 4,492",18.505653578084452,8.61,0.1,4.7,85.50985885595043,85.48859856049037,USD 141
C0613,2024-04-20,North,App,"USD 2,502",20.37812960725859,8.82,0.0,3.9,100.0,97.4941909850899,$76.62
C0614,"Dec 16, 2023",East,App,"$2,022.40",18.968959788978857,9.12,5.5,0.0,100.0,84.71040043962502,$69.58
C0615,2023-01-01,North,Store,"4,271.92 $",17.678186587478915,7.72,15.6,1.7,100.0,97.22570570605619,$106.99
C0616,11-03-2024,East,App,"USD 1,327",6.632572873859536, 3.4 ,24.3,13.0%,64.92249129087357,75.48372308062274,USD 79
C0617,2023-04-08,North,Store,"$2,843.80",6.826962127947895,4.48,0.7%,2.7,64.04221447533196,80.16731316807873,$151.44
C0618,07-05-2023,West,Store,532.55 $,4.531390829043744,1.10,14.7%,5.3,38.635792789841695,75.08436674412924,$67.75
C0619,2023-09-26,West,Web,USD 680,5.4202778640392,1.15,13.0,6.7,44.98989488008311,69.0680409549009,USD 157
C0620,2023-06-15,North,Store,"1,442.20 $",5.605243560229477,2.11,32.7%,10.9,61.51848254901367,48.94057542626318,$152.41
C0621,2024-03-03,East,Web,"$3,994.16",16.90668119863689,8.03,4.1,4.3,77.30332721750177,79.44614806391328,142.35 $
C0622,2024/12/20,South,Store,"$2,067.16",10.363717041738793,5.97,12.1%,5.4%,69.67554699195549,87.73123281497307,USD 92
C0623,15/06/2024,North,Web,USD 628,1.8414616448625045,2.48,20.5%,3.3%,35.83079800118931,61.097821685972164,$54.59
C0624,"Oct 22, 2024",South,Web,$649.45,7.281221465709702,3.85,19.0,8.6%,28.890367387872335,69.54350722326681,USD 43
C0625,12-14-2023,North,App,"$1,282.07",7.655776395160413,1.77,23.4,12.7%,72.78884262635668,75.63839060244965,202.15 $
C0626,2024-01-24,South,App,$551.12,8.147086680282504,2.49,23.1%,7.5%,35.94931421288484,64.83681946976264,$82.04
C0627,2023-09-25,North,App,USD 716,2.5435998277379617,2.46,18.1,7.4,57.238418975848084,57.48981035181431,73.38 $
C0628,2023-02-14,West,Store,"USD 2,122",9.379705108357872,6.11,11.5,0.0,91.9132402838519,82.33530897736382,USD 107
C0629,2024-05-05,West,App,$947.75,4.060000186533575,4.13,24.9,11.9%,43.887534210087466,64.07932398267678,62.14 $
C0630,17/03/2024,East,Web,"$3,393.82",16.555232058764783,8.68,10.3,1.7%,75.07936861202609,92.57459744323951,USD 79
C0631,2023-01-22,North,App,$554.71,4.25400516226129,3.62,10.5%,8.0,57.90919730940119,63.411332600702416,39.56 $
C0632,2023-07-03,East,App,"$1,383.79",7.480725021841819,1.89,32.5%,11.2%,67.56597605153534,60.8995115477953,$189.35
C0633,2023-01-10,East,Web,"$1,226.02",,2.61,32.9%,10.2,55.68624111005214,55.38621588005755,USD 150
C0634,06/06/2023,East,Web,,12.29205260805563,6.16,11.1%,1.1,65.12766979292101,92.08891505123034,$95.68
C0635,05-28-2024,North,App,"USD 1,478",9.622164927717108,1.70,28.7,10.3,40.77586657334339,60.84751094767525,$216.25
C0636,2024-11-11,South,Store,"$3,794.27",17.301736607760898,11.22,7.4,5.0,100.0,80.051972780512,59.47 $
C0637,05-30-2024,North,Web,714.56 $,2.922829342840272,2.3,22.2,4.3%,47.36810922759706,67.64737886227311,63.97 $
C0638,2024-03-28,West,App,"2,578.84 $",10.731100814872255,5.52,18.7%,2.8,75.28752537489385,83.12118204164092,USD 113
C0639,"Oct 24, 2024",West,Store,$595.97,6.634575693616803,1.92,17.8%,3.5,43.45811765681955,63.581718574837666,$60.69
